tatt_title,tatt_picture,tatt_city,tatt_phone_number,tatt_person_name,tatt_id,tatt_coordinate,tatt_address,tatt_breadcrumbs,tatt_style
BSA Tattoo,"/upload/images/1/0/4/7/10471_small.jpg,/upload/images/1/0/4/7/10472_small.jpg,/upload/images/1/0/4/7/10473_small.jpg,/upload/images/1/0/4/7/10474_small.jpg,/upload/images/1/0/4/7/10475_small.jpg,/upload/images/1/0/4/7/10476_small.jpg,/upload/images/1/0/4/7/10477_small.jpg,/upload/images/1/0/4/7/10478_small.jpg,/upload/images/1/0/4/7/10479_small.jpg,/upload/images/1/0/4/8/10480_small.jpg,/upload/images/1/0/4/8/10481_small.jpg,/upload/images/1/0/4/8/10482_small.jpg,/upload/images/2/7/5/0/27502_small.jpg,/upload/images/1/0/4/4/10446_small.jpg,/upload/images/1/0/4/4/10447_small.jpg,/upload/images/1/0/4/4/10448_small.jpg,/upload/images/1/0/4/4/10449_small.jpg,/upload/images/1/0/4/5/10450_small.jpg,/upload/images/1/0/4/5/10451_small.jpg,/upload/images/1/0/4/5/10452_small.jpg,/upload/images/1/0/4/5/10453_small.jpg,/upload/images/1/0/4/5/10454_small.jpg,/upload/images/1/0/4/5/10455_small.jpg,/upload/images/1/0/4/5/10456_small.jpg,/upload/images/1/0/4/5/10457_small.jpg,/upload/images/1/0/4/5/10458_small.jpg,/upload/images/1/0/4/5/10459_small.jpg,/upload/images/1/0/4/6/10460_small.jpg,/upload/images/1/0/4/6/10461_small.jpg,/upload/images/1/0/4/6/10462_small.jpg,/upload/images/1/0/4/6/10463_small.jpg,/upload/images/1/0/4/6/10464_small.jpg,/upload/images/1/0/4/6/10465_small.jpg,/upload/images/1/0/4/6/10466_small.jpg,/upload/images/1/0/4/6/10467_small.jpg,/upload/images/1/0/4/6/10468_small.jpg,/upload/images/1/0/4/6/10469_small.jpg,/upload/images/1/0/4/7/10470_small.jpg,/upload/images/2/7/5/0/27503_small.jpg,/upload/images/4/1/4/8/4148_small.jpg,/upload/images/4/1/4/9/4149_small.jpg,/upload/images/4/1/5/0/4150_small.jpg,/upload/images/4/1/5/1/4151_small.jpg,/upload/images/4/1/5/2/4152_small.jpg,/upload/images/4/1/5/3/4153_small.jpg,/upload/images/4/1/5/5/4155_small.jpg,/upload/images/2/7/5/0/27500_small.jpg,/upload/images/1/0/4/3/10432_small.jpg,/upload/images/1/0/4/3/10433_small.jpg,/upload/images/1/0/4/3/10434_small.jpg,/upload/images/1/0/4/3/10435_small.jpg,/upload/images/1/0/4/3/10436_small.jpg,/upload/images/1/0/4/3/10437_small.jpg,/upload/images/1/0/4/3/10438_small.jpg,/upload/images/1/0/4/3/10439_small.jpg,/upload/images/1/0/4/4/10440_small.jpg,/upload/images/1/0/4/4/10441_small.jpg,/upload/images/1/0/4/4/10442_small.jpg,/upload/images/1/0/4/4/10443_small.jpg,/upload/images/1/0/4/4/10444_small.jpg,/upload/images/1/0/4/4/10445_small.jpg,/upload/images/1/0/4/8/10483_small.jpg,/upload/images/1/0/4/8/10484_small.jpg,/upload/images/1/0/4/8/10485_small.jpg,/upload/images/1/0/4/8/10486_small.jpg,/upload/images/1/0/4/8/10487_small.jpg,/upload/images/1/0/4/8/10488_small.jpg,/upload/images/1/0/4/8/10489_small.jpg,/upload/images/1/0/4/9/10490_small.jpg,/upload/images/1/0/4/9/10491_small.jpg,/upload/images/1/0/4/9/10492_small.jpg,/upload/images/1/0/4/9/10493_small.jpg,/upload/images/1/0/4/9/10494_small.jpg,/upload/images/1/0/4/9/10495_small.jpg,/upload/images/1/0/4/9/10496_small.jpg,/upload/images/1/0/4/9/10497_small.jpg,/upload/images/2/7/5/0/27505_small.jpg,/upload/images/1/0/4/9/10498_small.jpg,/upload/images/1/0/4/9/10499_small.jpg,/upload/images/1/0/5/0/10500_small.jpg,/upload/images/1/0/5/0/10501_small.jpg,/upload/images/1/0/5/0/10502_small.jpg,/upload/images/1/0/5/0/10503_small.jpg,/upload/images/1/0/5/0/10504_small.jpg,/upload/images/1/0/5/0/10505_small.jpg,/upload/images/1/0/5/0/10506_small.jpg,/upload/images/2/7/5/0/27501_small.png,/upload/images/2/7/5/0/27504_small.jpg,/upload/images/2/7/5/0/27506_small.png,/upload/images/2/7/5/0/27507_small.png,/upload/images/2/5/1/9/25192_small.jpg,/upload/images/2/5/1/9/25193_small.jpg,/upload/images/2/5/1/9/25194_small.jpg,/upload/images/2/5/1/9/25195_small.jpg,/upload/images/2/5/1/9/25191_small.jpg",Studio de tatouage à Aix-en-Provence,+33 (0)442633726,"Silly Jane,K-Un,Sad Amish,Romain Inkyourmother,Kevin Plane,Raph WZL,Thibaud Rock'a",47,"43.5283,5.44973",,"[[u'Accueil'], [u'France'], [u'R\xe9gion PACA'], [u'Bouches-du-Rh\xf4ne'], [u'Aix-en-Provence']]","Réaliste,Old School,New School,Abstrait,Lettrage,Fleur,Religieux,Fantasy,Animal,Traditionnel,Graphique"
Ster Tattoo,"/upload/images/2/6/5/1/26512_small.jpg,/upload/images/1/7/5/4/1754_small.jpg,/upload/images/1/1/2/4/1124_small.jpg,/upload/images/1/7/5/5/1755_small.jpg,/upload/images/1/1/2/5/1125_small.jpg,/upload/images/1/7/5/6/1756_small.jpg,/upload/images/1/7/5/7/1757_small.jpg,/upload/images/1/8/2/2/1822_small.jpg,/upload/images/6/0/6/4/6064_small.jpg,/upload/images/1/1/2/8/1128_small.jpg,/upload/images/6/0/6/5/6065_small.jpg,/upload/images/1/8/2/3/1823_small.jpg,/upload/images/1/7/5/8/1758_small.jpg,/upload/images/6/0/6/6/6066_small.jpg,/upload/images/1/1/3/2/1132_small.jpg,/upload/images/6/0/6/7/6067_small.jpg,/upload/images/1/1/3/3/1133_small.jpg,/upload/images/6/0/6/8/6068_small.jpg,/upload/images/1/1/3/5/1135_small.jpg,/upload/images/6/0/6/9/6069_small.jpg,/upload/images/6/0/7/0/6070_small.jpg,/upload/images/6/0/7/1/6071_small.jpg,/upload/images/1/1/3/9/1139_small.jpg,/upload/images/1/1/4/0/1140_small.jpg,/upload/images/6/0/7/2/6072_small.jpg,/upload/images/1/1/4/2/1142_small.jpg,/upload/images/6/0/7/3/6073_small.jpg,/upload/images/1/1/4/3/1143_small.jpg,/upload/images/6/0/7/4/6074_small.jpg,/upload/images/6/0/9/7/6097_small.jpg,/upload/images/6/0/9/8/6098_small.jpg,/upload/images/6/0/9/9/6099_small.jpg,/upload/images/6/1/0/0/6100_small.jpg,/upload/images/6/1/0/1/6101_small.jpg,/upload/images/2/6/5/1/26513_small.jpg,/upload/images/2/6/5/1/26514_small.jpg,/upload/images/2/6/5/1/26511_small.jpg,/upload/images/2/6/5/1/26515_small.jpg,/upload/images/2/6/5/1/26516_small.jpg,/upload/images/2/6/5/1/26517_small.jpg,/upload/images/2/6/5/1/26518_small.jpg,/upload/images/2/6/5/1/26519_small.jpg",Studio de tatouage à Parempuyre,+33 (0)617831715,Ster,59,"44.9504,-0.60453",,"[[u'Accueil'], [u'France'], [u'Aquitaine-Limousin-Poitou-Charentes'], [u'Gironde'], [u'Parempuyre']]","Réaliste,Biomécanique,Abstrait,Lettrage,Fleur,Religieux,Latino,Ornemental,Graphique,Skull,géométrique,Réaliste,Old School,New School,Biomécanique,Lettrage,Cartoon,Horreur,Ornemental,Traditionnel,Skull"
MDS Tattoo Piercing,"/upload/images/3/6/7/7/3677_small.jpg,/upload/images/2/7/2/6/2726_small.jpg,/upload/images/2/7/2/7/2727_small.jpg,/upload/images/3/6/7/9/3679_small.jpg,/upload/images/3/6/8/0/3680_small.jpg,/upload/images/3/6/8/1/3681_small.jpg,/upload/images/2/7/2/8/2728_small.jpg,/upload/images/3/6/8/2/3682_small.jpg,/upload/images/2/7/2/9/2729_small.jpg,/upload/images/3/6/8/3/3683_small.jpg,/upload/images/3/6/8/4/3684_small.jpg,/upload/images/3/6/8/5/3685_small.jpg,/upload/images/3/6/8/6/3686_small.jpg,/upload/images/3/6/8/7/3687_small.jpg,/upload/images/3/6/8/8/3688_small.jpg,/upload/images/3/6/8/9/3689_small.jpg,/upload/images/3/6/9/0/3690_small.jpg,/upload/images/2/7/3/6/2736_small.png,/upload/images/2/7/3/7/2737_small.png,/upload/images/2/7/3/8/2738_small.png,/upload/images/2/7/3/9/2739_small.png,/upload/images/2/7/4/0/2740_small.png,/upload/images/2/7/4/1/2741_small.png,/upload/images/2/7/4/2/2742_small.png,/upload/images/2/7/4/3/2743_small.png,/upload/images/3/6/7/8/3678_small.jpg,/upload/images/2/7/3/2/2732_small.jpg,/upload/images/3/6/9/1/3691_small.jpg",Studio de tatouage à Montpellier,+33 (0)467668755,"Damien,Greg,David S.",112,"43.6109,3.87723",,"[[u'Accueil'], [u'France'], [u'Occitanie'], [u'H\xe9rault']]","Dot Work,Old School,Réaliste,Graphique,Asiatique,Réaliste,Dot Work,Old School,New School,Fleur,Cartoon,Religieux,Ornemental,femme,Fantasy,Animal,Traditionnel,Skull,Japonais"
Kawaii Place,"/upload/images/2/3/1/9/23196_small.jpg,/upload/images/1/3/4/0/13400_small.jpg,/upload/images/1/3/4/3/13436_small.jpg,/upload/images/1/3/4/3/13437_small.jpg,/upload/images/1/3/4/3/13438_small.jpg,/upload/images/1/3/3/9/13397_small.jpg,/upload/images/1/3/3/9/13398_small.jpg,/upload/images/1/3/3/9/13399_small.jpg,/upload/images/1/3/4/0/13401_small.jpg,/upload/images/1/3/4/0/13402_small.jpg,/upload/images/1/3/4/0/13403_small.jpg,/upload/images/1/3/4/0/13404_small.jpg,/upload/images/1/3/4/0/13407_small.jpg,/upload/images/1/3/4/0/13408_small.jpg,/upload/images/2/3/1/9/23193_small.jpg,/upload/images/1/3/3/8/13387_small.jpg,/upload/images/1/3/3/8/13388_small.jpg,/upload/images/1/3/3/8/13389_small.jpg,/upload/images/1/3/3/9/13390_small.jpg,/upload/images/1/3/3/9/13391_small.jpg,/upload/images/1/3/3/9/13392_small.jpg,/upload/images/1/3/3/9/13395_small.jpg,/upload/images/1/3/3/9/13396_small.jpg,/upload/images/1/3/4/0/13405_small.jpg,/upload/images/1/3/4/0/13406_small.jpg,/upload/images/2/3/1/9/23190_small.jpg,/upload/images/2/3/1/8/23188_small.jpg,/upload/images/2/3/1/8/23189_small.jpg,/upload/images/2/3/1/9/23191_small.jpg,/upload/images/2/3/1/9/23192_small.jpg,/upload/images/2/3/1/9/23194_small.jpg,/upload/images/2/3/1/9/23195_small.jpg",Studio de tatouage à Lille,+33 (0)59002436,"Kimi,Le Seb",335,"50.633,3.05858",,"[[u'Accueil'], [u'France'], [u'Hauts-de-France'], [u'Nord'], [u'Lille']]","Dot Work,New School,Fleur,Cartoon,Ornemental,femme,Fantasy,Animal,Traditionnel,Graphique,Skull,Gravure,Japonais,Neo traditionnel"
Ravenink Tattoo Club,"/upload/images/2/0/8/0/20802_small.jpg,/upload/images/2/0/7/5/20754_small.jpg,/upload/images/2/0/7/5/20755_small.jpg,/upload/images/2/0/7/5/20756_small.jpg,/upload/images/2/0/7/5/20757_small.jpg,/upload/images/2/0/7/5/20758_small.jpg,/upload/images/2/0/7/5/20759_small.jpg,/upload/images/2/0/7/6/20760_small.jpg,/upload/images/2/0/7/6/20761_small.jpg,/upload/images/2/0/7/6/20762_small.jpg,/upload/images/2/0/7/6/20763_small.jpg,/upload/images/2/0/7/6/20764_small.jpg,/upload/images/2/0/7/6/20766_small.jpg,/upload/images/2/0/8/2/20823_small.jpg,/upload/images/2/0/7/7/20779_small.jpg,/upload/images/2/0/7/8/20780_small.jpg,/upload/images/2/0/7/8/20781_small.jpg,/upload/images/2/0/7/8/20782_small.jpg,/upload/images/2/0/7/8/20783_small.png,/upload/images/2/0/7/8/20784_small.png,/upload/images/2/0/7/8/20785_small.png,/upload/images/2/0/7/8/20786_small.jpg,/upload/images/2/0/7/9/20791_small.jpg,/upload/images/2/0/7/8/20787_small.jpg,/upload/images/2/0/7/8/20788_small.jpg,/upload/images/2/0/7/8/20789_small.jpg,/upload/images/2/0/7/9/20793_small.jpg,/upload/images/2/0/7/9/20790_small.jpg,/upload/images/2/0/8/0/20803_small.jpg,/upload/images/2/0/7/9/20794_small.jpg,/upload/images/2/0/7/9/20795_small.jpg,/upload/images/2/0/7/9/20796_small.jpg,/upload/images/2/0/7/9/20797_small.jpg,/upload/images/2/0/7/9/20798_small.jpg,/upload/images/2/0/7/9/20799_small.jpg,/upload/images/2/0/8/0/20800_small.jpg,/upload/images/2/0/8/0/20801_small.jpg,/upload/images/2/0/8/0/20804_small.jpg,/upload/images/2/0/8/0/20805_small.jpg,/upload/images/2/0/8/1/20813_small.jpg,/upload/images/2/0/8/0/20807_small.jpg,/upload/images/2/0/8/0/20808_small.jpg,/upload/images/2/0/8/0/20809_small.jpg,/upload/images/2/0/8/1/20810_small.jpg,/upload/images/2/0/8/0/20806_small.jpg,/upload/images/2/0/8/1/20811_small.jpg,/upload/images/2/0/8/1/20812_small.jpg,/upload/images/2/0/8/1/20814_small.jpg,/upload/images/2/0/8/1/20815_small.jpg,/upload/images/2/0/8/2/20820_small.jpg,/upload/images/2/0/8/1/20816_small.jpg,/upload/images/2/0/8/1/20818_small.jpg,/upload/images/2/0/8/1/20817_small.jpg,/upload/images/2/0/8/1/20819_small.jpg,/upload/images/2/0/8/2/20821_small.jpg,/upload/images/2/9/7/8/29786_small.jpg,/upload/images/2/9/7/8/29787_small.jpg,/upload/images/2/9/7/8/29788_small.jpg,/upload/images/2/9/7/9/29790_small.jpg,/upload/images/2/9/2/9/29297_small.jpg,/upload/images/2/4/3/7/24371_small.png,/upload/images/2/4/3/6/24364_small.jpg,/upload/images/2/4/3/6/24363_small.jpg,/upload/images/2/4/3/6/24365_small.png,/upload/images/2/4/3/6/24366_small.png,/upload/images/2/4/3/6/24367_small.png,/upload/images/2/4/3/6/24368_small.jpg,/upload/images/2/4/3/6/24369_small.png,/upload/images/2/4/3/7/24370_small.jpg",Studio de tatouage à Paris,+33 (0)140169023,"Yome,Needle Jul,Louis Lacourt,Tony Hache,Family Ink Paris,Bims",2532,"48.8534,2.3488",,"[[u'Accueil'], [u'France'], [u'\xcele-de-France'], [u'Paris']]","Asiatique,Réaliste,Dot Work,Old School,New School,Biomécanique,Abstrait,Lettrage,Fleur,Cartoon,Religieux,Latino,Animal,Traditionnel,Graphique,Skull,Gravure,Japonais,Neo traditionnel,géométrique,phrase,mandala"
Misti-Ka Custom Tattoo Shop,"/upload/images/2/4/0/3/24034_small.jpg,/upload/images/2/0/5/4/20541_small.jpg,/upload/images/2/0/5/4/20542_small.jpg,/upload/images/2/0/5/3/20532_small.jpg,/upload/images/2/7/0/0/27002_small.jpg,/upload/images/2/7/0/0/27003_small.jpg,/upload/images/2/0/5/3/20538_small.jpg,/upload/images/2/7/0/0/27004_small.jpg,/upload/images/2/1/9/6/21969_small.jpg,/upload/images/2/7/0/0/27005_small.jpg,/upload/images/2/7/0/0/27007_small.jpg,/upload/images/2/1/9/7/21970_small.jpg,/upload/images/2/0/5/3/20535_small.jpg,/upload/images/2/1/9/7/21971_small.jpg,/upload/images/2/0/5/3/20539_small.jpg,/upload/images/2/1/9/8/21983_small.jpg,/upload/images/2/1/9/7/21973_small.jpg,/upload/images/2/1/9/9/21999_small.jpg,/upload/images/2/1/9/7/21975_small.jpg,/upload/images/2/0/5/3/20537_small.jpg,/upload/images/2/1/9/8/21984_small.jpg,/upload/images/2/1/9/7/21977_small.jpg,/upload/images/2/1/9/7/21978_small.jpg,/upload/images/2/1/9/7/21972_small.jpg,/upload/images/2/1/9/7/21979_small.jpg,/upload/images/2/0/5/3/20530_small.jpg,/upload/images/2/0/5/4/20540_small.jpg,/upload/images/2/1/9/7/21976_small.jpg,/upload/images/2/1/9/8/21982_small.jpg,/upload/images/2/1/9/7/21974_small.jpg,/upload/images/2/0/5/3/20533_small.jpg,/upload/images/2/0/5/3/20536_small.jpg,/upload/images/2/1/9/9/21998_small.jpg,/upload/images/2/0/5/3/20534_small.jpg,/upload/images/2/1/9/8/21986_small.jpg,/upload/images/2/1/9/8/21987_small.jpg,/upload/images/2/1/9/9/21996_small.jpg,/upload/images/2/1/9/8/21980_small.jpg,/upload/images/2/1/9/8/21988_small.jpg,/upload/images/2/1/9/8/21989_small.jpg,/upload/images/2/1/9/9/21990_small.jpg,/upload/images/2/1/9/9/21991_small.jpg,/upload/images/2/1/9/9/21992_small.jpg,/upload/images/2/1/9/9/21993_small.jpg,/upload/images/2/1/9/9/21994_small.jpg,/upload/images/2/1/9/9/21995_small.jpg,/upload/images/2/1/9/9/21997_small.jpg,/upload/images/2/2/0/0/22000_small.jpg,/upload/images/2/2/0/0/22003_small.jpg,/upload/images/2/2/0/0/22001_small.jpg,/upload/images/2/1/9/8/21985_small.jpg,/upload/images/2/2/0/0/22002_small.jpg,/upload/images/2/4/0/3/24035_small.jpg,/upload/images/2/2/1/8/22185_small.jpg,/upload/images/2/2/1/8/22184_small.jpg,/upload/images/2/0/5/5/20551_small.jpg,/upload/images/2/0/5/5/20553_small.jpg,/upload/images/2/1/5/9/21598_small.jpg,/upload/images/2/0/5/4/20544_small.jpg,/upload/images/2/1/6/0/21600_small.jpg,/upload/images/2/1/5/9/21595_small.jpg,/upload/images/2/0/5/4/20545_small.jpg,/upload/images/2/0/5/4/20546_small.jpg,/upload/images/2/1/5/9/21597_small.jpg,/upload/images/2/0/5/5/20550_small.jpg,/upload/images/2/0/5/4/20543_small.jpg,/upload/images/2/1/5/9/21596_small.jpg,/upload/images/2/0/5/5/20552_small.jpg,/upload/images/2/0/5/4/20549_small.jpg,/upload/images/2/0/5/5/20554_small.jpg,/upload/images/2/0/5/4/20548_small.jpg,/upload/images/2/1/6/0/21601_small.jpg,/upload/images/2/1/6/0/21602_small.jpg,/upload/images/2/0/5/4/20547_small.jpg,/upload/images/2/7/0/0/27008_small.jpg,/upload/images/2/1/9/6/21966_small.jpg,/upload/images/2/4/0/3/24033_small.jpg,/upload/images/2/1/9/6/21967_small.jpg,/upload/images/2/1/9/6/21963_small.jpg,/upload/images/2/1/9/6/21968_small.jpg,/upload/images/2/1/9/6/21965_small.jpg,/upload/images/2/1/9/6/21964_small.jpg",Studio de tatouage à Valence,+33 (0)620902313,"Franck Anzalone,Yohann Roche",2528,"44.9333,4.9",,"[[u'Accueil'], [u'France'], [u'Auvergne-Rh\xf4ne-Alpes'], [u'Dr\xf4me'], [u'Valence']]","Asiatique,Dot Work,Old School,New School,Fleur,Cartoon,femme,Animal,Traditionnel,Skull,Gravure,Figuratif,Japonais,Neo traditionnel,mandala"
Tit For Tat Tattoo Parlor,"/upload/images/2/7/0/0/27006_small.png,/upload/images/1/3/5/6/13560_small.jpg,/upload/images/1/3/5/4/13547_small.jpg,/upload/images/1/3/5/6/13562_small.jpg,/upload/images/1/3/5/5/13559_small.jpg,/upload/images/1/3/5/5/13551_small.jpg,/upload/images/1/3/5/4/13541_small.jpg,/upload/images/1/3/5/5/13557_small.jpg,/upload/images/1/3/5/6/13561_small.jpg,/upload/images/1/3/5/5/13550_small.jpg,/upload/images/1/3/5/4/13544_small.jpg,/upload/images/1/3/5/4/13543_small.jpg,/upload/images/1/3/5/4/13545_small.jpg,/upload/images/1/3/5/3/13539_small.jpg,/upload/images/1/3/5/4/13546_small.jpg,/upload/images/1/3/5/4/13548_small.jpg,/upload/images/1/3/5/5/13558_small.jpg,/upload/images/1/3/5/4/13549_small.jpg,/upload/images/1/3/5/4/13540_small.jpg,/upload/images/1/3/5/5/13554_small.jpg,/upload/images/1/3/5/5/13552_small.jpg,/upload/images/1/3/5/5/13553_small.jpg,/upload/images/1/3/5/4/13542_small.jpg,/upload/images/1/3/5/5/13555_small.jpg,/upload/images/1/3/5/5/13556_small.jpg,/upload/images/2/7/0/0/27009_small.png,/upload/images/1/3/5/8/13584_small.jpg,/upload/images/1/3/5/8/13580_small.jpg,/upload/images/1/3/5/8/13581_small.jpg,/upload/images/1/3/5/8/13582_small.jpg,/upload/images/1/3/5/8/13583_small.jpg,/upload/images/1/3/5/8/13585_small.jpg,/upload/images/1/3/5/8/13586_small.jpg,/upload/images/1/3/5/8/13587_small.jpg,/upload/images/1/3/5/8/13588_small.jpg,/upload/images/1/3/5/8/13589_small.jpg,/upload/images/1/3/5/9/13590_small.jpg,/upload/images/1/3/5/9/13591_small.jpg,/upload/images/1/3/5/9/13592_small.jpg,/upload/images/1/3/5/9/13593_small.jpg,/upload/images/1/3/5/9/13594_small.jpg,/upload/images/1/3/5/9/13595_small.jpg,/upload/images/1/3/5/9/13596_small.jpg,/upload/images/1/3/5/9/13597_small.jpg,/upload/images/1/3/5/9/13598_small.jpg,/upload/images/1/3/5/9/13599_small.jpg,/upload/images/1/3/6/0/13600_small.jpg,/upload/images/1/3/6/0/13604_small.jpg,/upload/images/1/3/6/0/13602_small.jpg,/upload/images/1/3/6/0/13607_small.jpg,/upload/images/1/3/6/0/13608_small.jpg,/upload/images/1/3/6/0/13609_small.jpg,/upload/images/1/3/6/1/13610_small.jpg,/upload/images/1/3/6/1/13611_small.jpg,/upload/images/1/3/6/1/13612_small.jpg,/upload/images/1/3/6/1/13613_small.jpg,/upload/images/1/3/6/1/13614_small.jpg,/upload/images/1/3/6/1/13615_small.jpg,/upload/images/1/3/6/0/13606_small.jpg,/upload/images/1/3/6/0/13605_small.jpg,/upload/images/1/3/6/0/13603_small.jpg,/upload/images/1/3/5/3/13538_small.jpg,/upload/images/2/6/9/9/26999_small.png,/upload/images/2/6/9/9/26996_small.jpg,/upload/images/2/7/0/0/27000_small.png,/upload/images/2/6/9/9/26998_small.jpg,/upload/images/2/7/0/0/27001_small.jpg",Studio de tatouage à Lille,+33 (0)359223227,"Marco ,Virgulovic,Jikatattoo",337,"50.633,3.05858",,"[[u'Accueil'], [u'France'], [u'Hauts-de-France'], [u'Nord'], [u'Lille']]","Réaliste,Dot Work,Old School,Traditionnel,Graphique,Gravure"
La 8ème Encre,"/upload/images/2/9/3/2/29320_small.jpg,/upload/images/2/2/4/4/22449_small.jpg,/upload/images/2/9/3/2/29321_small.jpg,/upload/images/2/9/3/1/29316_small.jpg,/upload/images/2/2/3/2/22320_small.jpg,/upload/images/2/9/3/1/29315_small.jpg,/upload/images/2/2/3/2/22324_small.jpg,/upload/images/2/2/3/1/22313_small.jpg,/upload/images/2/2/3/1/22312_small.jpg,/upload/images/2/2/3/1/22319_small.jpg,/upload/images/2/2/3/1/22318_small.jpg,/upload/images/2/2/3/1/22317_small.jpg,/upload/images/2/2/3/2/22322_small.jpg,/upload/images/2/2/3/1/22316_small.jpg,/upload/images/2/2/3/2/22321_small.jpg,/upload/images/2/9/3/1/29319_small.jpg,/upload/images/2/9/3/2/29322_small.jpg,/upload/images/2/9/3/2/29323_small.jpg,/upload/images/2/9/3/1/29317_small.jpg,/upload/images/2/9/1/6/29163_small.jpg,/upload/images/2/9/3/1/29318_small.jpg,/upload/images/2/9/1/6/29164_small.jpg,/upload/images/2/9/1/6/29165_small.jpg,/upload/images/2/9/1/6/29166_small.jpg,/upload/images/2/9/1/6/29167_small.jpg,/upload/images/2/9/1/6/29168_small.jpg,/upload/images/2/9/1/6/29169_small.jpg,/upload/images/2/9/1/7/29170_small.jpg,/upload/images/2/9/1/7/29171_small.jpg,/upload/images/2/2/4/5/22450_small.jpg",Studio de tatouage à Paris,+33 (0)142891079,"Michel Fou,Yvan Lucker",2553,"48.8534,2.3488",,"[[u'Accueil'], [u'France'], [u'\xcele-de-France'], [u'Paris']]","Réaliste,Dot Work,Abstrait,Fleur,Animal,Graphique,Skull,Gravure,géométrique,phrase,mandala,blackout,Old School,New School,Fleur,Traditionnel,Skull,Figuratif,aquarelle,Asiatique,Réaliste,Dot Work,Old School,New School,Biomécanique,Lettrage,Religieux,Latino,Ornemental,Graphique,Gravure,Neo traditionnel,aquarelle,phrase,mandala,blackout"
